location,city,latitude,longitude,price,numBathrooms,numBalconies,isNegotiable,SecurityDeposit,Status,Size_ft²,BHK,rooms_num,property_type,verification_days
Rajouri Garden,Delhi,28.64152908,77.12091064,31000,3,0,0,0,Semi-Furnished,1700,1,3,Independent Floor,1095.0
Wagholi,Pune,18.57751656,73.9812851,15000,2,0,0,0,Furnished,1100,1,2,Apartment,365.0
Goregaon East,Mumbai,19.15562439,72.88517761,12000,1,0,0,0,Semi-Furnished,344,0,1,Studio Apartment,1095.0
Gulmohar park,Delhi,28.55765915,77.21248627,504105,4,2,0,1541818,Unfurnished,6521,1,5,Independent Floor,60.0
Greater Kailash II,Delhi,28.53174019,77.24913788,504015,4,2,0,1549191,Unfurnished,5896,1,4,Independent House,180.0
Andheri West,Mumbai,19.13805008,72.82532501,85000,2,0,0,0,Furnished,1000,1,2,Apartment,150.0
Badlapur East,Mumbai,19.144207,73.24699402,3000,1,0,0,0,Unfurnished,450,0,1,Studio Apartment,1095.0
Hadapsar,Pune,18.51017761,73.92458344,30000,2,2,0,70000,Semi-Furnished,950,1,2,Apartment,730.0
Powai,Mumbai,19.11872673,72.90856171,49000,2,0,0,0,Semi-Furnished,625,1,1,Apartment,365.0
Lajpat Nagar,Delhi,28.56245804,77.24188232,23500,2,0,0,0,Semi-Furnished,900,1,2,Independent Floor,730.0
Hinjewadi,Pune,18.59160042,73.71278381,18000,1,0,0,0,Furnished,700,1,1,Apartment,1095.0
Greater Kailash,Delhi,28.5457592,77.24568176,110000,3,0,0,0,Furnished,2750,1,3,Apartment,16.0
Dombivali,Mumbai,19.20687675,73.10365295,9000,2,0,0,0,Semi-Furnished,500,1,1,Apartment,30.0
Saket,Delhi,28.52354813,77.20014191,301022,3,2,0,1018822,Unfurnished,2856,1,3,Independent Floor,150.0
Lohegaon,Pune,18.60510826,73.91703796,6500,1,1,0,13000,Unfurnished,900,1,1,Independent Floor,60.0
Andheri East,Mumbai,19.12163925,72.88522339,35000,2,1,0,100000,Furnished,650,1,1,Apartment,30.0
Balewadi,Pune,18.57207489,73.77645111,29000,3,2,0,100000,Unfurnished,1500,1,3,Apartment,365.0
Kandivali East,Mumbai,19.19594383,72.87178802,50000,2,0,0,0,Semi-Furnished,1090,1,2,Apartment,30.0
Ghansoli,Mumbai,19.11607552,73.00608826,58000,2,4,1,160000,Unfurnished,2224,1,3,Apartment,60.0
Greater Kailash,Delhi,28.53398132,77.24250031,160000,4,0,0,0,Furnished,2700,1,4,Independent Floor,1095.0
Nizamuddin West,Delhi,28.58960152,77.24316406,120000,3,0,0,0,Furnished,2000,1,3,Independent Floor,30.0
Wadgaon Sheri,Pune,18.5601635,73.92492676,110000,5,0,0,0,Unfurnished,5000,1,5,Independent House,1095.0
Sunder Nagar,Delhi,28.61843681,76.96178436,401055,4,2,0,1010200,Unfurnished,6952,1,5,Independent Floor,365.0
Uttam Nagar,Delhi,28.62148476,77.05724335,11100,2,0,0,0,Semi-Furnished,675,1,2,Independent Floor,1095.0
Saket,Delhi,28.52354813,77.20014191,235592,3,2,0,754118,Unfurnished,2856,1,3,Independent Floor,150.0
Wagholi,Pune,18.59541512,74.00424957,12000,2,2,0,30000,Unfurnished,664,1,2,Apartment,14.0
Goregaon East,Mumbai,19.15395355,72.88471222,16000,1,0,0,0,Unfurnished,535,1,1,Apartment,1095.0
Bandra Kurla Complex,Mumbai,19.06706429,72.85186768,95000,2,0,0,0,Semi-Furnished,1100,1,2,Apartment,365.0
Warje,Pune,18.48045349,73.80678558,38000,3,0,1,120000,Furnished,1800,1,3,Apartment,365.0
Yerawada,Pune,18.55807495,73.8818512,25000,2,1,0,75000,Semi-Furnished,1280,1,2,Apartment,180.0
Poorvi Pitampura,Delhi,28.70433044,77.14995575,30000,2,1,0,60000,Semi-Furnished,900,1,3,Independent Floor,1095.0
Shil Phata,Mumbai,19.14524841,73.04563904,13000,1,0,0,0,Unfurnished,700,1,1,Apartment,30.0
Goregaon East,Mumbai,19.15221214,72.88626099,10000,1,0,0,0,Unfurnished,344,0,1,Studio Apartment,1095.0
Bavdhan,Pune,18.52220726,73.7804184,27500,3,3,1,75000,Semi-Furnished,1600,1,3,Apartment,60.0
Kharadi,Pune,18.55356216,73.94377899,25000,2,1,1,50000,Semi-Furnished,980,1,2,Apartment,30.0
Goregaon West,Mumbai,19.1522274,72.84477997,75000,2,0,0,0,Semi-Furnished,1200,1,2,Apartment,0.4583333333333333
Sainik Farm,Delhi,28.50527763,77.20741272,640101,4,2,0,2010202,Unfurnished,6952,1,5,Independent House,180.0
Bandra West,Mumbai,19.13842583,72.82830811,65000,2,0,0,0,Unfurnished,850,1,2,Apartment,30.0
Sarvpriya Vihar,Delhi,28.54276657,77.20674133,401015,4,2,0,1012001,Unfurnished,6521,1,5,Independent Floor,365.0
Kandivali West,Mumbai,19.21173286,72.84081268,34000,2,0,0,0,Semi-Furnished,550,1,1,Apartment,21.0
Wagholi,Pune,18.57500267,73.9759903,25000,2,2,0,50000,Furnished,1650,1,3,Apartment,365.0
Viman Nagar,Pune,18.56602287,73.9102478,27000,1,0,0,0,Furnished,680,1,1,Apartment,30.0
Undri,Pune,18.45470619,73.91233826,30000,3,1,0,200000,Unfurnished,2500,1,3,Villa,90.0
Wagholi,Pune,18.57997322,73.9730072,16500,3,0,0,0,Semi-Furnished,1080,1,3,Apartment,1095.0
Borivali West,Mumbai,19.25052834,72.8484726,32000,2,2,1,70000,Furnished,650,1,1,Apartment,19.0
Andheri West,Mumbai,19.14334679,72.82841492,75000,2,0,0,0,Furnished,800,1,2,Apartment,13.0
Thane West,Mumbai,19.23395538,72.98749542,41000,3,0,0,0,Semi-Furnished,1500,1,3,Apartment,1095.0
Santacruz East,Mumbai,18.97277069,72.81299591,350000,4,0,0,0,Furnished,2600,1,5,Apartment,30.0
Uttari Pitampura,Delhi,28.71280289,77.13853455,26000,2,1,0,52000,Semi-Furnished,750,1,2,Independent Floor,1095.0
Lohegaon,Pune,18.61758995,73.9103241,16000,2,0,0,0,Semi-Furnished,750,1,1,Apartment,3.0
Malviya Nagar,Delhi,28.53359413,77.21000671,45000,2,0,0,0,Unfurnished,900,1,2,Independent Floor,19.0
Mira Road East,Mumbai,19.28744507,72.87618256,37000,2,0,0,0,Furnished,1050,1,2,Apartment,0.4583333333333333
Malviya Nagar,Delhi,28.53393173,77.20658875,60000,3,0,0,0,Furnished,1800,1,3,Independent Floor,365.0
Powai,Mumbai,19.1228199,72.89530945,38000,1,0,0,0,Semi-Furnished,600,1,1,Apartment,18.0
Panchsheel Park,Delhi,28.54154015,77.21611786,301022,4,3,0,1812002,Unfurnished,6521,1,5,Independent Floor,150.0
Undri,Pune,18.45936012,73.92002869,24000,3,3,0,72000,Unfurnished,1700,1,3,Apartment,1095.0
Vasant Vihar,Delhi,28.55739021,77.15714264,312828,3,2,0,1010101,Unfurnished,2856,1,3,Independent Floor,150.0
Thane West,Mumbai,19.22291374,72.98842621,34000,3,0,0,0,Semi-Furnished,1500,1,3,Apartment,1095.0
Balewadi,Pune,18.56999969,73.76999664,35000,2,0,0,0,Unfurnished,900,1,2,Apartment,7.0
mayur vihar phase 1,Delhi,28.60659218,77.29367828,40000,2,1,1,80000,Semi-Furnished,1350,1,2,Apartment,150.0
Hauz Khas,Delhi,28.55542183,77.20988464,401012,4,2,0,1012002,Unfurnished,5896,1,4,Villa,150.0
Malad East,Mumbai,19.17645264,72.8687439,100000,3,0,0,0,Semi-Furnished,1500,1,3,Apartment,30.0
Vadgaon Budruk,Pune,18.45884514,73.82816315,22000,2,0,1,50000,Unfurnished,877,1,2,Apartment,1460.0
Dwarka Mor,Delhi,28.62420845,77.03496552,17000,3,0,0,0,Semi-Furnished,1300,1,3,Independent Floor,60.0
Ghitorni,Delhi,28.49571991,77.13581085,401105,5,2,0,1541885,Unfurnished,6251,1,5,Independent House,365.0
Dabri,Delhi,28.60993385,77.09203339,21000,2,0,0,0,Semi-Furnished,900,1,3,Independent Floor,30.0
Wagholi,Pune,18.57494926,74.00061035,15000,2,2,0,30000,Unfurnished,607,1,2,Apartment,13.0
Uday Park,Delhi,28.56010056,77.2193222,301012,3,2,0,1810101,Unfurnished,3011,1,3,Independent Floor,365.0
Greater Kailash,Delhi,28.53398132,77.24250031,300000,5,0,0,0,Semi-Furnished,4000,1,5,Independent House,16.0
Ghansoli,Mumbai,19.12399673,72.9980545,44000,2,4,1,145000,Unfurnished,1230,1,2,Apartment,60.0
West End,Delhi,28.57413292,77.16131592,401102,4,2,0,1811002,Unfurnished,5896,1,4,Villa,60.0
Wadgaon Sheri,Pune,18.55819511,73.92140961,13000,1,0,0,0,Unfurnished,639,1,1,Apartment,10.0
Deonar,Mumbai,19.04785728,72.9151535,65000,2,0,0,250000,Semi-Furnished,1500,1,3,Apartment,365.0
Mulund East,Mumbai,19.16797638,72.95916748,28000,1,0,0,0,Semi-Furnished,470,1,1,Apartment,30.0
Andheri East,Mumbai,19.1108036,72.87134552,142300,3,0,0,0,Semi-Furnished,1690,1,3,Apartment,13.0
Dhanori,Pune,18.60419464,73.90248871,15000,1,1,0,50000,Unfurnished,589,1,1,Apartment,30.0
Aundh,Pune,18.56040573,73.80667114,15000,1,1,0,45000,Unfurnished,600,1,1,Apartment,365.0
Katraj,Pune,18.45776939,73.86393738,24000,2,0,0,0,Furnished,1250,1,2,Apartment,30.0
Jor bagh,Delhi,28.67728996,77.15930176,301022,4,2,0,1810220,Unfurnished,6521,1,4,Independent Floor,365.0
Virar,Mumbai,19.47238922,72.80033112,11000,2,0,0,0,Furnished,670,1,1,Apartment,1460.0
Patel Nagar,Delhi,28.65198898,77.16931152,30000,2,0,0,0,Furnished,1000,1,2,Independent Floor,17.0
Malad East,Mumbai,19.17734146,72.87755585,81000,3,0,0,0,Furnished,1590,1,3,Apartment,2.0
Rahatani,Pune,18.60398483,73.79550934,13500,1,0,0,40000,Unfurnished,806,1,1,Apartment,730.0
Wagholi,Pune,18.58410645,74.00319672,13000,1,0,0,0,Unfurnished,1200,1,2,Apartment,1095.0
Lajpat Nagar,Delhi,28.57625008,77.24266815,22000,2,0,0,0,Unfurnished,1000,1,2,Independent Floor,1095.0
Chembur,Mumbai,19.0538311,72.88913727,72000,2,0,0,0,Semi-Furnished,1322,1,3,Apartment,365.0
New Friends Colony,Delhi,28.56705093,77.27355957,549115,4,2,0,1541918,Unfurnished,6521,1,5,Independent House,150.0
Undri,Pune,18.44856834,73.90751648,13000,2,2,0,50000,Unfurnished,1032,1,2,Apartment,1095.0
Kolwadi,Pune,18.53657913,74.02279663,7000,2,2,1,15000,Unfurnished,730,1,2,Apartment,730.0
Aundh,Pune,18.5622654,73.79631805,26000,2,0,0,100000,Unfurnished,1206,1,2,Apartment,365.0
Ghansoli,Mumbai,19.12399673,72.9980545,20000,2,2,1,50000,Unfurnished,651,1,1,Apartment,30.0
Pashan,Pune,18.54850578,73.79492188,22000,2,2,1,60000,Semi-Furnished,1357,1,2,Apartment,1460.0
Wagholi,Pune,18.59058762,73.99630737,14000,2,2,0,40000,Unfurnished,963,1,2,Apartment,365.0
Khardi,Mumbai,19.58354378,73.3866806,7500,1,0,0,0,Unfurnished,560,1,1,Apartment,8.0
Poorvi Pitampura,Delhi,28.70433044,77.14995575,43000,3,1,0,85000,Semi-Furnished,1350,1,3,Independent Floor,1095.0
Vasant Vihar,Delhi,28.55739021,77.15714264,301012,3,2,0,1010101,Unfurnished,2856,1,3,Independent Floor,180.0
Ravet,Pune,18.65265656,73.75718689,14000,2,1,0,35000,Unfurnished,900,1,2,Apartment,1095.0
Colaba,Mumbai,18.91856384,72.82546234,115000,2,0,0,0,Furnished,1210,1,2,Apartment,30.0
Chattarpur,Delhi,28.49385643,77.18325043,30000,3,0,0,0,Furnished,1180,1,3,Independent Floor,60.0
Wagholi,Pune,18.59135246,73.97054291,20000,2,0,0,0,Semi-Furnished,1100,1,2,Apartment,1095.0
Kalyani Nagar,Pune,18.54919815,73.90361786,110000,6,0,1,300000,Unfurnished,6094,1,4,Apartment,365.0
Thane West,Mumbai,19.22795486,72.96818542,32000,2,0,0,0,Semi-Furnished,650,1,2,Apartment,14.0
Dwarka Mor,Delhi,28.62432671,77.02622986,7500,1,0,0,0,Semi-Furnished,670,1,2,Independent Floor,11.0
Malad West,Mumbai,19.14728546,72.79506683,75000,3,0,0,0,Furnished,1050,1,3,Apartment,21.0
IP Extension,Delhi,28.62976646,77.30672455,28000,2,1,0,56000,Furnished,950,1,2,Apartment,150.0
Jogeshwari West,Mumbai,19.1398983,72.84290314,38000,1,0,0,0,Unfurnished,550,1,1,Apartment,5.0
Andheri West,Mumbai,19.13035774,72.81746674,90000,3,0,0,0,Unfurnished,1600,1,3,Apartment,1095.0
Andheri West,Mumbai,19.13284874,72.8217926,120000,3,0,0,0,Furnished,1050,1,3,Apartment,30.0
Green Park Extension,Delhi,28.55844879,77.20293427,50000,2,0,0,0,Semi-Furnished,1500,1,2,Independent Floor,7.0
Virar,Mumbai,19.44832611,72.78582001,6500,1,1,0,0,Semi-Furnished,444,1,1,Apartment,150.0
Gulmohar park,Delhi,28.55721092,77.21279144,250000,3,0,0,0,Semi-Furnished,1800,1,3,Independent Floor,15.0
Bandra West,Mumbai,19.06009293,72.83030701,400000,4,4,1,800000,Furnished,1600,1,3,Apartment,30.0
Kharadi,Pune,18.55533981,73.94221497,33000,3,2,1,100000,Furnished,1721,1,2,Apartment,1095.0
Baner,Pune,18.55978584,73.77967834,28000,2,0,0,0,Furnished,1000,1,2,Apartment,1095.0
Ulwe,Mumbai,18.97986221,73.02358246,15000,2,0,0,0,Unfurnished,1220,1,2,Apartment,1095.0
Sainik Farm,Delhi,28.50527763,77.20741272,401012,4,2,0,1012020,Unfurnished,5896,1,4,Independent House,150.0
Goregaon East,Mumbai,19.16825485,72.8529892,60000,3,0,0,300000,Semi-Furnished,1330,1,3,Apartment,60.0
Friends Colony,Delhi,28.56834984,77.27211761,301012,3,2,0,1010101,Unfurnished,2856,1,3,Independent Floor,365.0
Vasant Kunj,Delhi,28.52631378,77.14366913,549195,4,2,0,1549118,Unfurnished,6952,1,5,Villa,180.0
Chandan Nagar,Pune,18.56254387,73.93169403,5500,1,0,0,0,Semi-Furnished,150,0,1,Studio Apartment,1095.0
Baner,Pune,18.56068611,73.77831268,16500,1,0,1,50000,Furnished,600,1,1,Apartment,1460.0
Titwala,Mumbai,19.29587364,73.20278931,8500,1,0,0,0,Unfurnished,715,1,1,Apartment,60.0
Ghansoli,Mumbai,19.12185478,72.99793243,40000,2,2,0,150000,Unfurnished,1200,1,2,Apartment,365.0
New Sangavi,Pune,18.57931709,73.81426239,9000,1,1,0,20000,Unfurnished,590,1,1,Apartment,1095.0
Bandra West,Mumbai,19.06158829,72.82735443,700000,4,0,0,0,Semi-Furnished,3750,1,4,Apartment,30.0
Fursungi,Pune,18.49274635,73.95277405,15000,3,3,0,0,Unfurnished,1300,1,3,Apartment,19.0
Aundh,Pune,18.56040573,73.80667114,15000,1,1,0,50000,Unfurnished,600,1,1,Apartment,365.0
Chakan,Pune,18.75086021,73.84725189,9500,2,2,1,20000,Unfurnished,885,1,2,Apartment,365.0
Kamothe,Mumbai,19.02000999,73.08602905,9500,1,0,0,0,Unfurnished,600,1,1,Independent Floor,1095.0
Dhanori,Pune,18.59919357,73.89832306,14500,1,0,0,30000,Unfurnished,539,1,1,Apartment,30.0
Kandivali West,Mumbai,19.19696426,72.84853363,55000,3,0,0,0,Semi-Furnished,950,1,2,Apartment,8.0
Pimple Gurav,Pune,18.58831596,73.81651306,12000,1,0,1,30000,Semi-Furnished,650,1,2,Apartment,1095.0
Sector 13 Dwarka,Delhi,28.59945869,77.03492737,45000,3,0,0,0,Semi-Furnished,2000,1,4,Apartment,0.5416666666666666
Friends Colony,Delhi,28.56834984,77.27211761,401012,4,2,0,1818282,Unfurnished,5896,1,4,Independent Floor,150.0
Ulwe,Mumbai,18.97223091,73.02945709,38000,3,0,0,0,Semi-Furnished,1100,1,3,Apartment,60.0
Karampura,Delhi,28.666399,77.15185547,12000,1,0,0,0,Unfurnished,367,0,1,Studio Apartment,15.0
Wagholi,Pune,18.58410645,74.00319672,13000,2,2,0,39000,Unfurnished,1090,1,2,Apartment,365.0
Andheri West,Mumbai,19.14638519,72.82272339,60000,2,0,0,0,Furnished,1100,1,2,Apartment,1095.0
Thane West,Mumbai,19.18892288,72.96302795,23000,1,0,0,0,Semi-Furnished,570,1,1,Apartment,25.0
Vishrantwadi,Pune,18.59382057,73.87377167,11000,1,1,1,30000,Unfurnished,680,1,1,Apartment,1095.0
Baner,Pune,18.56236076,73.78580475,30000,3,0,1,75000,Semi-Furnished,1500,1,3,Apartment,1460.0
Andheri West,Mumbai,19.12146759,72.82640076,180000,4,0,0,0,Furnished,1900,1,4,Apartment,1095.0
Greater kailash 1,Delhi,28.55195999,77.23581696,125000,3,0,0,0,Semi-Furnished,2700,1,3,Independent Floor,16.0
Kharghar,Mumbai,19.04225349,73.06384277,45000,3,0,0,200000,Semi-Furnished,1760,1,3,Apartment,365.0
Kothrud,Pune,18.51024437,73.80846405,21600,1,0,0,0,Semi-Furnished,1000,1,1,Apartment,7.0
Undri,Pune,18.44718933,73.9118042,23000,2,1,0,60000,Unfurnished,1000,1,2,Apartment,30.0
New DP Road,Pune,18.58518982,73.78179932,30000,2,2,0,100000,Unfurnished,1550,1,2,Apartment,365.0
Thane West,Mumbai,19.25117111,72.98174286,40000,2,0,0,0,Furnished,1050,1,2,Apartment,30.0
Saket,Delhi,28.52354813,77.20014191,401012,4,2,0,1011010,Unfurnished,5896,1,4,Independent Floor,150.0
Dhanori,Pune,18.58590889,73.89323425,25000,2,2,0,80000,Unfurnished,1590,1,2,Apartment,60.0
Chembur,Mumbai,19.07017326,72.89566803,42000,2,1,1,150000,Unfurnished,750,1,2,Apartment,60.0
Kharghar,Mumbai,19.05057716,73.06804657,33000,2,0,0,0,Semi-Furnished,1150,1,2,Apartment,30.0
Andheri West,Mumbai,19.12942696,72.82150269,52000,1,0,0,0,Furnished,650,1,1,Apartment,17.0
Kalamboli,Mumbai,19.03683662,73.090065,20000,2,0,0,0,Unfurnished,1150,1,2,Apartment,60.0
Aundh,Pune,18.55748558,73.80955505,41000,3,2,1,125000,Unfurnished,1800,1,3,Apartment,1460.0
Dombivali,Mumbai,19.14808083,73.07962036,28000,2,0,0,0,Furnished,963,1,2,Apartment,7.0
Karve Road Erandwane,Pune,18.5089016,73.8319931,29000,2,1,0,150000,Unfurnished,1300,1,2,Apartment,1095.0
Wagholi,Pune,18.58727837,74.00176239,17000,2,2,0,50000,Unfurnished,768,1,2,Apartment,14.0
Mayur Vihar 1 Extension,Delhi,28.60050774,77.29367065,13000,1,0,0,26000,Furnished,250,0,1,Studio Apartment,365.0
Rajouri Garden,Delhi,28.64152908,77.12091064,25500,2,0,0,0,Semi-Furnished,900,1,2,Independent Floor,30.0
Thane West,Mumbai,19.22291374,72.98842621,25000,2,0,0,0,Semi-Furnished,720,1,1,Apartment,15.0
Sector 12 Dwarka,Delhi,28.59508514,77.0379715,9000,1,0,0,18000,Furnished,450,1,1,Apartment,90.0
Ghansoli,Mumbai,19.12399673,72.9980545,21900,2,0,1,60000,Unfurnished,681,1,1,Apartment,180.0
Chembur,Mumbai,19.06293297,72.89239502,75000,2,0,0,0,Semi-Furnished,1100,1,3,Apartment,30.0
Kalamboli,Mumbai,19.03648758,73.09268188,20000,2,0,0,0,Unfurnished,1050,1,2,Apartment,60.0
Goregaon East,Mumbai,19.15326691,72.88512421,23000,2,0,0,0,Unfurnished,800,1,2,Apartment,16.0
Wagholi,Pune,18.58773422,73.98551178,13000,2,2,0,40000,Semi-Furnished,980,1,2,Apartment,365.0
Gulmohar park,Delhi,28.55721092,77.21279144,250000,4,0,0,0,Semi-Furnished,7000,1,4,Independent Floor,16.0
Dhanori,Pune,18.58828163,73.89012909,22000,2,0,1,80000,Unfurnished,890,1,2,Apartment,60.0
Virar,Mumbai,19.46914673,72.79850006,6500,0,0,0,0,Semi-Furnished,610,1,1,Apartment,1095.0
Sector 7 Dwarka,Delhi,28.58757019,77.07375336,17000,1,1,0,17000,Furnished,750,1,2,Independent Floor,90.0
Thane West,Mumbai,19.22521782,72.97000885,40000,3,0,0,0,Semi-Furnished,1100,1,3,Apartment,30.0
Wagholi,Pune,18.57940483,73.98042297,30000,1,0,0,90000,Semi-Furnished,854,1,1,Apartment,2.0
Dombivali,Mumbai,19.16758537,73.07501221,13500,2,0,0,0,Unfurnished,918,1,2,Apartment,300.0
Baner,Pune,18.57212067,73.77640533,35000,3,0,1,100000,Unfurnished,1440,1,3,Apartment,365.0
Ravet,Pune,18.64532852,73.75150299,16000,2,0,0,40000,Semi-Furnished,851,1,2,Apartment,365.0
Renuka Nagar,Pune,18.49145699,73.79227448,13000,2,1,0,26000,Unfurnished,810,1,1,Apartment,1095.0
Mulund West,Mumbai,19.15857124,72.94791412,38000,2,0,0,0,Semi-Furnished,1008,1,2,Apartment,1095.0
Thane West,Mumbai,19.21739388,72.98554993,26000,2,1,0,125000,Semi-Furnished,1080,1,2,Apartment,365.0
Kalyan West,Mumbai,19.25734901,73.14263153,29000,2,0,0,0,Furnished,1300,1,3,Apartment,21.0
Sitapuri,Delhi,28.61255646,77.08008575,8000,1,0,0,0,Semi-Furnished,360,1,1,Independent Floor,30.0
Powai,Mumbai,19.10443115,72.89833069,46000,2,0,0,0,Unfurnished,975,1,2,Apartment,730.0
Powai,Mumbai,19.11554909,72.90008545,78000,3,0,0,0,Furnished,1360,1,3,Apartment,365.0
Sector 4 Dwarka,Delhi,28.60118866,77.04846954,36000,3,0,0,0,Semi-Furnished,1700,1,3,Apartment,19.0
Kharghar,Mumbai,19.04742622,73.08149719,33000,2,0,0,0,Unfurnished,1250,1,2,Apartment,10.0
Ramesh Nagar,Delhi,28.64922142,77.13320923,32000,2,0,0,0,Furnished,900,1,2,Independent Floor,1.0
Hadapsar,Pune,18.50863457,73.92761993,27000,1,0,0,0,Furnished,570,1,1,Apartment,60.0
Ghansoli,Mumbai,19.12399673,72.9980545,13000,2,1,1,35000,Unfurnished,550,1,1,Apartment,180.0
Wakad,Pune,18.59894371,73.76527405,6500,1,0,0,0,Furnished,200,0,1,Studio Apartment,1095.0
Vishrantwadi,Pune,18.57260513,73.87820435,13000,1,0,0,0,Unfurnished,555,1,1,Apartment,30.0
Safdarjung Enclave,Delhi,28.56125832,77.19052124,401444,4,2,0,1022010,Unfurnished,6521,1,5,Villa,365.0
Tingre Nagar,Pune,18.57403183,73.88536835,28000,2,1,0,80000,Semi-Furnished,1080,1,2,Apartment,60.0
Bandra West,Mumbai,19.05508041,72.83100891,400000,4,0,0,0,Furnished,2300,1,4,Apartment,30.0
Mansa Ram Park,Delhi,28.61807823,77.04087067,12000,2,0,0,0,Semi-Furnished,730,1,2,Independent Floor,1095.0
Sunder Nagar,Delhi,28.61843681,76.96178436,1022001,4,2,0,4010102,Unfurnished,5896,1,4,Villa,60.0
Wagholi,Pune,18.58727837,74.00176239,15500,2,2,0,40000,Semi-Furnished,987,1,2,Apartment,365.0
Kalwa,Mumbai,19.19328308,72.9876709,14000,1,0,0,0,Unfurnished,600,1,1,Apartment,1095.0
Santacruz East,Mumbai,19.08075333,72.850914,40000,2,0,0,0,Furnished,1025,1,2,Apartment,1095.0
Pashan,Pune,18.54259491,73.79163361,30000,2,0,0,100000,Semi-Furnished,1133,1,2,Apartment,1095.0
Wakad,Pune,18.59448242,73.77145386,17000,2,0,0,50000,Unfurnished,920,1,2,Apartment,60.0
Sunder Nagar,Delhi,28.61843681,76.96178436,401012,4,2,0,1810202,Unfurnished,5896,1,4,Independent Floor,150.0
Defence Colony,Delhi,28.57183075,77.23332977,301012,3,2,0,1818202,Unfurnished,2741,1,3,Independent Floor,150.0
Wagholi,Pune,18.57700348,73.98805237,14000,3,3,0,30000,Unfurnished,1680,1,3,Apartment,365.0
Mira Road East,Mumbai,19.2934227,72.87831879,18000,2,0,0,0,Semi-Furnished,710,1,1,Apartment,18.0
Lajpat Nagar,Delhi,28.57440948,77.2410965,19000,1,0,0,0,Unfurnished,950,1,2,Independent Floor,730.0
Sector-18 Dwarka,Delhi,28.58725357,77.03544617,40000,2,0,0,0,Semi-Furnished,1700,1,3,Apartment,18.0
Hadapsar,Pune,18.51945686,73.91488647,25000,3,0,0,0,Unfurnished,1367,1,3,Apartment,1095.0
Wagholi,Pune,18.5781498,74.00430298,15000,2,2,0,40000,Semi-Furnished,987,1,2,Apartment,365.0
Rahatani,Pune,18.60332108,73.7872467,18000,2,2,1,38000,Unfurnished,1000,1,2,Apartment,1095.0
Palam,Delhi,28.58472824,77.08268738,10000,2,0,0,0,Semi-Furnished,810,1,2,Independent Floor,10.0
Bhandup West,Mumbai,19.14466858,72.93262482,40000,2,0,0,0,Semi-Furnished,1050,1,2,Apartment,30.0
Andheri West,Mumbai,19.13073921,72.81913757,38000,1,0,0,0,Furnished,750,1,1,Apartment,1095.0
