"annotation_id","annotator","created_at","id","lead_time","review","sentiment","updated_at"
17,"1","2026-02-07T08:59:18.783441Z",17,4.391,"Total garbage. Zero stars if I could give it.","Negative","2026-02-07T08:59:18.783441Z"
18,"1","2026-02-07T08:59:30.301819Z",18,11.137,"I didn't expect to enjoy this as much as I did. I particularly loved how the cinematography was handled. Don't miss this one.","Positive","2026-02-07T08:59:30.301819Z"
19,"1","2026-02-07T08:59:39.763159Z",19,9.048,"I tried to like it, I really did, but it failed. I walked out halfway through.","Negative","2026-02-07T08:59:39.763159Z"
20,"1","2026-02-07T08:59:47.669210Z",20,7.473,"I am confused about how I feel. Your mileage may vary significantly.","Neutral","2026-02-07T08:59:47.669210Z"
21,"1","2026-02-07T08:59:53.065474Z",21,5.036,"I have mixed feelings about this one. You won't remember it a week from now.","Neutral","2026-02-07T08:59:53.065474Z"
22,"1","2026-02-07T09:00:05.453742Z",22,12.012,"I didn't expect to enjoy this as much as I did. It perfectly balances humor and drama. Do yourself a favor and go see this.","Positive","2026-02-07T09:00:05.453742Z"
23,"1","2026-02-07T09:00:15.427287Z",23,9.559,"The costume design distracted me from everything else. I struggled to sit through the first half.","Negative","2026-02-07T09:00:15.427287Z"
24,"1","2026-02-07T09:00:30.832416Z",24,15.007,"The visual effects were superb and added so much depth. This movie is a triumph in every sense.","Positive","2026-02-07T09:00:30.832416Z"
25,"1","2026-02-07T09:00:36.616177Z",25,5.408,"Wow, just wow. It perfectly balances humor and drama. A must-watch for fans of the genre.","Positive","2026-02-07T09:00:36.616177Z"
26,"1","2026-02-07T09:00:41.195393Z",26,4.21,"I have never been so bored in my life. Utterly disappointing.","Negative","2026-02-07T09:00:41.195393Z"
27,"1","2026-02-07T09:01:07.922649Z",27,26.404,"A refreshing take on a tired genre. Don't miss this one.","Positive","2026-02-07T09:01:07.922649Z"
28,"1","2026-02-07T09:01:17.836805Z",28,9.526,"Ideally, this should have been great, but something was off. I think I need to watch it again to decide.","Neutral","2026-02-07T09:01:17.836805Z"
29,"1","2026-02-07T09:01:24.303674Z",29,6.129,"What a complete waste of potential. It’s a hard pass from me.","Negative","2026-02-07T09:01:24.303674Z"
30,"1","2026-02-07T09:01:34.281489Z",30,9.538,"Great concept, but the execution was jarring. It’s a weird mix of brilliance and stupidity.","Neutral","2026-02-07T09:01:34.281489Z"
31,"1","2026-02-07T09:02:02.439038Z",31,27.776,"Ideally, this should have been great, but something was off. It tries to be deep, but comes off as amateurish despite the flawless music. I think I need to watch it again to decide.","Neutral","2026-02-07T09:02:02.439038Z"
32,"1","2026-02-07T09:02:09.471002Z",32,6.666,"This is a very difficult movie to categorize. The first half was intense, but the ending was tedious. Your mileage may vary significantly.","Neutral","2026-02-07T09:02:09.471002Z"
33,"1","2026-02-07T09:03:58.636063Z",33,108.871,"This is a very difficult movie to categorize. The first half was phenomenal, but the ending was cheap. It’s definitely not for everyone.","Neutral","2026-02-07T09:03:58.636063Z"
34,"1","2026-02-07T09:04:09.673285Z",34,10.569,"This might be the worst thing I've seen all year. The plot holes were glaring and the cinematography was pretentious. Avoid this at all costs.","Negative","2026-02-07T09:04:09.673285Z"
35,"1","2026-02-07T09:04:22.472447Z",35,12.399,"I am confused about how I feel. The first half was flawless, but the ending was nonsensical. I think I need to watch it again to decide.","Neutral","2026-02-07T09:04:22.472447Z"
36,"1","2026-02-07T09:04:29.406530Z",36,6.594,"The acting is fine, but the story arc is a bit formulaic. It was a decent way to kill an afternoon.","Neutral","2026-02-07T09:04:29.406530Z"
37,"1","2026-02-07T09:04:37.036296Z",37,7.21,"It perfectly balances humor and drama. This movie is a triumph in every sense.","Positive","2026-02-07T09:04:37.036296Z"
38,"1","2026-02-07T09:04:43.796345Z",38,6.421,"A frustrating experience. Avoid this at all costs.","Negative","2026-02-07T09:04:43.796345Z"
39,"1","2026-02-07T09:04:51.503769Z",39,7.342,"A strange experience overall. While the editing shines, the rest is uninspired. It’s definitely not for everyone.","Neutral","2026-02-07T09:04:51.503769Z"
40,"1","2026-02-07T09:04:58.010772Z",40,6.169,"Every scene felt earned, and the opening scene was heartwarming. A cinematic masterpiece.","Positive","2026-02-07T09:04:58.010772Z"
41,"1","2026-02-07T09:05:07.796606Z",41,9.464,"Visually it's fine, but the editing is just adequate. It was a decent way to kill an afternoon.","Neutral","2026-02-07T09:05:07.796606Z"
42,"1","2026-02-07T09:05:14.566970Z",42,6.396,"Wow, just wow. I particularly loved how the pacing was handled. A must-watch for fans of the genre.","Positive","2026-02-07T09:05:14.566970Z"
43,"1","2026-02-07T09:05:21.897912Z",43,6.973,"The CGI was okay, but forgettable. I walked in with low expectations and they were met.","Neutral","2026-02-07T09:05:21.897912Z"
44,"1","2026-02-07T09:05:32.120963Z",44,9.824,"Great concept, but the execution was clichéd. Ideally, this should have been great, but something was off.","Neutral","2026-02-07T09:05:32.120963Z"
45,"1","2026-02-07T09:05:36.814485Z",45,4.298,"I am confused about how I feel. A polarizing experience for sure.","Neutral","2026-02-07T09:05:36.814485Z"
46,"1","2026-02-07T09:05:41.513083Z",46,4.31,"I tried to like it, I really did, but it failed. The cinematography distracted me from everything else. A complete misfire.","Negative","2026-02-07T09:05:41.513083Z"
47,"1","2026-02-07T09:05:52.350367Z",47,10.43,"It was... fine. It has some good moments, especially the costume design. It’s okay if you have nothing else to do.","Neutral","2026-02-07T09:05:52.350367Z"
48,"1","2026-02-07T09:05:58.036340Z",48,5.285,"This movie is a triumph in every sense. The visual effects were refreshing and added so much depth. A definitive 10/10.","Positive","2026-02-07T09:05:58.036340Z"
49,"1","2026-02-07T09:06:36.740355Z",49,38.39,"It felt like a rough draft that was never edited. I struggled to sit through the first half.","Negative","2026-02-07T09:06:36.740355Z"
50,"1","2026-02-07T09:06:46.130121Z",50,9.012,"Great concept, but the execution was jarring. I oscillated between loving and hating this film.","Neutral","2026-02-07T09:06:46.130121Z"
51,"1","2026-02-07T09:06:51.439771Z",51,4.985,"An absolute joy to watch from start to finish. Two thumbs way up.","Positive","2026-02-07T09:06:51.439771Z"
52,"1","2026-02-07T09:07:06.318688Z",52,14.511,"I'm honestly still trying to process what I just saw. The first half was heartwarming, but the ending was unbearable. Your mileage may vary significantly.","Neutral","2026-02-07T09:07:06.318688Z"
53,"1","2026-02-07T09:07:10.420220Z",53,3.676,"I tried to like it, I really did, but it failed. I couldn't get past the nonsensical soundtrack. I walked out halfway through.","Negative","2026-02-07T09:07:10.420220Z"
54,"1","2026-02-07T09:07:17.818677Z",54,6.995,"Ideally, this should have been great, but something was off. It’s definitely not for everyone.","Neutral","2026-02-07T09:07:17.818677Z"
55,"1","2026-02-07T09:07:23.783940Z",55,5.574,"Finally, a movie that respects the audience. Two thumbs way up.","Positive","2026-02-07T09:07:23.783940Z"
56,"1","2026-02-07T09:12:37.729060Z",56,313.641,"I oscillated between loving and hating this film. It’s definitely not for everyone.","Neutral","2026-02-07T09:12:37.729060Z"
57,"1","2026-02-07T09:12:46.172366Z",57,8.092,"I was completely blown away by this film. Don't miss this one.","Positive","2026-02-07T09:12:46.172366Z"
58,"1","2026-02-07T09:12:59.562623Z",58,13.002,"Finally, a movie that respects the audience. The lead actor delivered a flawless performance. It deserves all the awards it's getting.","Positive","2026-02-07T09:12:59.562623Z"
59,"1","2026-02-07T09:13:03.231729Z",59,3.298,"Total garbage. A complete misfire.","Negative","2026-02-07T09:13:03.231729Z"
60,"1","2026-02-07T09:13:10.418002Z",60,6.82,"An absolute train wreck of a movie. I couldn't get past the tedious score. Zero stars if I could give it.","Negative","2026-02-07T09:13:10.418002Z"
61,"1","2026-02-07T09:13:34.615785Z",61,23.789,"Standard fare for this type of movie. Wait for it to come out on streaming.","Neutral","2026-02-07T09:13:34.615785Z"
62,"1","2026-02-07T09:13:39.831301Z",62,4.854,"I have never been so bored in my life. Do not bother.","Negative","2026-02-07T09:13:39.832352Z"
63,"1","2026-02-07T09:13:45.127601Z",63,4.921,"The acting was touching, yet the dialogue felt nonsensical. I oscillated between loving and hating this film.","Neutral","2026-02-07T09:13:45.127601Z"
64,"1","2026-02-07T09:13:56.520526Z",64,10.861,"It doesn't leave a lasting impression. It serves its purpose as popcorn filler.","Neutral","2026-02-07T09:13:56.520526Z"
65,"1","2026-02-07T09:14:03.554932Z",65,6.687,"It serves its purpose as popcorn filler. If you're bored, give it a shot.","Neutral","2026-02-07T09:14:03.554932Z"
66,"1","2026-02-07T09:14:09.932734Z",66,6.018,"Standard fare for this type of movie. It doesn't leave a lasting impression. 6/10 at best.","Neutral","2026-02-07T09:14:09.932734Z"
67,"1","2026-02-07T09:14:19.991921Z",67,9.702,"I walked in with low expectations and they were met. While the story arc was good, the rest felt so-so. Acceptable, but forgettable.","Neutral","2026-02-07T09:14:19.991921Z"
68,"1","2026-02-07T09:14:25.540341Z",68,5.18,"It was... fine. It follows the standard formula without taking risks. If you're bored, give it a shot.","Neutral","2026-02-07T09:14:25.540341Z"
69,"1","2026-02-07T09:14:39.875650Z",69,13.977,"It managed to be flawless without trying too hard. Finally, a movie that respects the audience.","Positive","2026-02-07T09:14:39.875650Z"
70,"1","2026-02-07T09:14:47.940356Z",70,7.734,"The soundtrack was frankly disjointed. Total garbage.","Negative","2026-02-07T09:14:47.940356Z"
71,"1","2026-02-07T09:15:24.556100Z",71,36.261,"Great concept, but the execution was clichéd. I'm honestly still trying to process what I just saw.","Neutral","2026-02-07T09:15:24.556100Z"
72,"1","2026-02-07T09:15:30.770154Z",72,5.886,"The direction was frankly uninspired. I want my two hours back.","Negative","2026-02-07T09:15:30.770154Z"
73,"1","2026-02-07T09:15:35.839707Z",73,4.687,"It has some good moments, especially the direction. I have mixed feelings about this one.","Neutral","2026-02-07T09:15:35.839707Z"
74,"1","2026-02-07T09:15:40.254895Z",74,4.037,"It perfectly balances humor and drama. I was completely blown away by this film.","Positive","2026-02-07T09:15:40.254895Z"
75,"1","2026-02-07T09:15:47.535960Z",75,6.951,"I'm honestly still trying to process what I just saw. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-07T09:15:47.536935Z"
76,"1","2026-02-07T09:16:06.233937Z",76,8.033,"A cinematic masterpiece. The visual effects were superb and added so much depth. Do yourself a favor and go see this.","Positive","2026-02-07T09:16:06.233937Z"
77,"1","2026-02-07T09:16:10.271443Z",77,3.714,"I didn't expect to enjoy this as much as I did. Highly recommended for everyone.","Positive","2026-02-07T09:16:10.271443Z"
78,"1","2026-02-07T09:16:14.483686Z",78,3.868,"Standard fare for this type of movie. Good for a one-time watch.","Neutral","2026-02-07T09:16:14.483686Z"
79,"1","2026-02-07T09:16:24.952776Z",79,10.142,"The plot holes were glaring and the direction was lifeless. What a complete waste of potential.","Negative","2026-02-07T09:16:24.952776Z"
80,"1","2026-02-07T09:16:31.582335Z",80,6.219,"A strange experience overall. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-07T09:16:31.582335Z"
81,"1","2026-02-07T09:16:42.151495Z",81,10.199,"A strange experience overall. A polarizing experience for sure.","Neutral","2026-02-07T09:16:42.151495Z"
82,"1","2026-02-07T09:29:25.129718Z",82,762.606,"I am confused about how I feel. It tries to be deep, but comes off as clichéd despite the refreshing music. I think I need to watch it again to decide.","Neutral","2026-02-07T09:29:25.129718Z"
83,"1","2026-02-07T09:29:29.519753Z",83,3.842,"I have mixed feelings about this one. 6/10 at best.","Neutral","2026-02-07T09:29:29.519753Z"
84,"1","2026-02-07T09:29:35.521783Z",84,5.532,"I struggled to sit through the first half. A complete misfire.","Negative","2026-02-07T09:29:35.521783Z"
85,"1","2026-02-07T09:29:39.990251Z",85,4.013,"An absolute joy to watch from start to finish. Highly recommended for everyone.","Positive","2026-02-07T09:29:39.990251Z"
86,"1","2026-02-07T09:29:43.369739Z",86,2.925,"A frustrating experience. Zero stars if I could give it.","Negative","2026-02-07T09:29:43.369739Z"
87,"1","2026-02-07T09:29:50.855383Z",87,7.055,"An absolute train wreck of a movie. Nothing about the opening scene worked. I wouldn't recommend this to my worst enemy.","Negative","2026-02-07T09:29:50.855383Z"
88,"1","2026-02-07T09:29:56.835166Z",88,16.161,"It was... fine. It has some good moments, especially the character development. It is what it is.","Neutral","2026-02-07T09:30:09.741509Z"
89,"1","2026-02-07T09:30:23.420441Z",89,5.844,"An absolute train wreck of a movie. The dialogue distracted me from everything else. Zero stars if I could give it.","Negative","2026-02-07T09:30:23.420441Z"
90,"1","2026-02-07T09:30:27.313392Z",90,3.499,"This movie is a triumph in every sense. The lead actor delivered a memorable performance. Don't miss this one.","Positive","2026-02-07T09:30:27.313392Z"
91,"1","2026-02-07T09:30:33.286452Z",91,5.345,"The screenplay was okay, but forgettable. It was... fine.","Neutral","2026-02-07T09:30:33.286452Z"
92,"1","2026-02-07T09:30:43.715067Z",92,9.331,"A cinematic masterpiece. The lead actor delivered a gripping performance. I will be thinking about this for days.","Positive","2026-02-07T09:30:43.715067Z"
93,"1","2026-02-07T09:30:50.134744Z",93,6.04,"I was hooked from the very first minute. It managed to be vibrant without trying too hard. I can't wait to see it again.","Positive","2026-02-07T09:30:50.134744Z"
94,"1","2026-02-07T09:30:56.719006Z",94,6.138,"It doesn't leave a lasting impression. Middle of the road entertainment.","Neutral","2026-02-07T09:30:56.719006Z"
95,"1","2026-02-07T09:31:04.394037Z",95,7.276,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as jarring despite the iconic music. It’s definitely not for everyone.","Neutral","2026-02-07T09:31:04.394037Z"
96,"1","2026-02-07T09:31:10.406319Z",96,5.582,"While the lighting shines, the rest is convoluted. I am confused about how I feel.","Neutral","2026-02-07T09:31:10.406319Z"
97,"1","2026-02-07T09:31:17.331515Z",97,6.447,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is tedious. A polarizing experience for sure.","Neutral","2026-02-07T09:31:17.331515Z"
98,"1","2026-02-07T09:31:21.684203Z",98,3.94,"The acting is fine, but the costume design is a bit middle-of-the-road. It’s not a masterpiece, but it’s not a disaster either.","Neutral","2026-02-07T09:31:21.684203Z"
99,"1","2026-02-07T09:31:28.221639Z",99,6.041,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is forgetable. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-07T09:31:28.221639Z"
100,"1","2026-02-07T09:31:33.084250Z",100,21.785,"I was hooked from the very first minute. I can't wait to see it again.","Positive","2026-02-07T09:31:55.754423Z"
